4029337,13.43,8964.50,1/1,0:0:0
4847680,16.16,12052.25,1/1,0:0:0
5095705,16.99,13127.48,1/1,0:0:0
5987613,19.96,17611.03,1/1,0:0:0
2684958,8.95,5138.74,1/1,0:0:0
2177774,7.26,3995.97,1/1,0:0:0
1031870,3.44,1789.00,1/1,0:0:0
4469234,14.90,10540.81,1/1,0:0:0
4590332,15.30,11008.11,1/1,0:0:0
6337775,21.13,19661.58,1/1,0:0:0
1814240,6.05,3249.61,1/1,0:0:0
2138275,7.13,3912.22,1/1,0:0:0
2959142,9.86,5815.75,1/1,0:0:0
5157764,17.19,13407.55,1/1,0:0:0
2316525,7.72,4295.81,1/1,0:0:0
2193865,7.31,4030.29,1/1,0:0:0
1502032,5.01,2646.94,1/1,0:0:0
1575817,5.25,2786.61,1/1,0:0:0
1606647,5.36,2845.45,1/1,0:0:0
713824,2.38,1231.22,1/1,0:0:0
975670,3.25,1689.43,1/1,0:0:0
2769285,9.23,5342.15,1/1,0:0:0
2934572,9.78,5753.19,1/1,0:0:0
3424835,11.42,7078.38,1/1,0:0:0
5454536,18.18,14810.49,1/1,0:0:0
4785254,15.95,11792.43,1/1,0:0:0
3371497,11.24,6925.95,1/1,0:0:0
5702823,19.01,16068.47,1/1,0:0:0
5051654,16.84,12931.40,1/1,0:0:0
6247262,20.82,19114.75,1/1,0:0:0
4603357,15.34,11059.27,1/1,0:0:0
5197974,17.33,13591.42,1/1,0:0:0
5259923,17.53,13878.47,1/1,0:0:0
6700369,22.33,21974.36,1/1,0:0:0
5143141,17.14,13341.14,1/1,0:0:0
4690970,15.64,11408.02,1/1,0:0:0
5109008,17.03,13187.14,1/1,0:0:0
4712225,15.71,11493.84,1/1,0:0:0
5723721,19.08,16177.98,1/1,0:0:0
5909757,19.70,17178.45,1/1,0:0:0
2957649,9.86,5811.93,1/1,0:0:0
5386784,17.96,14480.74,1/1,0:0:0
2247669,7.49,4145.89,1/1,0:0:0
23632,0.08,41.56,1/1,0:0:0
0,0.00,0.62,1/1,0:0:0
0,0.00,0.62,1/1,0:0:0
689987,2.30,1189.88,1/1,0:0:0
287505,0.96,496.44,1/1,0:0:0
44702,0.15,78.02,1/1,0:0:0
495489,1.65,854.06,1/1,0:0:0
0,0.00,0.62,1/1,0:0:0
61209,0.20,106.57,1/1,0:0:0
714517,2.38,1232.42,1/1,0:0:0
1680509,5.60,2987.62,1/1,0:0:0
1462002,4.87,2571.82,1/1,0:0:0
4660749,15.54,11286.81,1/1,0:0:0
2806426,9.35,5433.06,1/1,0:0:0
7377659,24.59,26850.45,1/1,0:0:0
6701728,22.34,21983.40,1/1,0:0:0
5750585,19.17,16319.60,1/1,0:0:0
5405734,18.02,14572.40,1/1,0:0:0
8081070,26.94,32750.38,1/1,0:0:0
4432427,14.77,10401.73,1/1,0:0:0
5893931,19.65,17091.53,1/1,0:0:0
2771317,9.24,5347.10,1/1,0:0:0
710907,2.37,1226.16,1/1,0:0:0
341798,1.14,589.76,1/1,0:0:0
136977,0.46,237.36,1/1,0:0:0
373442,1.24,644.15,1/1,0:0:0
380397,1.27,656.11,1/1,0:0:0
68360,0.23,118.93,1/1,0:0:0
106093,0.35,184.09,1/1,0:0:0
0,0.00,0.62,1/1,0:0:0
96346,0.32,167.26,1/1,0:0:0
0,0.00,0.62,1/1,0:0:0
1588550,5.30,2810.88,1/1,0:0:0
5264618,17.55,13900.41,1/1,0:0:0
4540618,15.14,10814.46,1/1,0:0:0
4111006,13.70,9243.36,1/1,0:0:0
11286312,37.62,72756.58,1/1,0:0:0
6507290,21.69,20718.14,1/1,0:0:0
4055367,13.52,9052.72,1/1,0:0:0
4411372,14.70,10322.78,1/1,0:0:0
397624,1.33,685.72,1/1,0:0:0
2522104,8.41,4757.30,1/1,0:0:0
0,0.00,0.62,1/1,0:0:0
4384880,14.62,10224.07,1/1,0:0:0
5855168,19.52,16880.07,1/1,0:0:0
